id,year,state_name,state_code,district_name,district_code,registration_circles,murder_with_rape,other_murder,abetment_suicide_of_child,attempt_to_commit_murder,infanticide,foeticide,exposure_and_abandonment,simple_hurt,grievous_hurt,missing_child_kidnapped,other_kidnp_abductn_sec_363,kidnp_abductn_purpose_begging,kidnp_abductn_order_to_murder,kidnp_for_ransom,kidnp_abductn_minor_girls,procuratn_minor_girls,import_girls_frm_frgn_cnt,other_kidnp_abductn,humn_traffick_children,sell_minors_prost_boys,sell_minors_prost_girls,buy_minors_prost_boys,buy_minors_prost_girls,rape,atmpt_to_commit_rape,assault_women_intnt_outrage_modsty,insult_to_modesty_women,other_ipc_crimes,sec_4_6_pocso_act_girls,sec_4_6_pocso_act_boys,sec_8_10_pocso_act_girls,sec_8_10_pocso_act_boys,sec_12_pocso_act_girls,sec_12_pocso_act_boys,sec_14_15_pocso_girls,sec_14_15_pocso_boys,sec_377_pocso_act_girls,sec_377_pocso_act_boys,sec_17_22_pocso_act_girls,sec_17_22_pocso_act_boys,offences_care_takers,other_offences_juveniles,procur_induc_children_sake_prost,detain_prsn_whr_prost_carried,other_immoral_traffic,child_labour,prohib_child_marriage,transplantn_human_organs,pub_trns_mat_depict_child_sexul_explicit,other_cyber_crimes_agnst_children,other_sll_crimes,
0,2022,Andhra Pradesh,28,Alluri Sitharama Raju,745,Alluri Sitharama Raju,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17
1,2022,Andhra Pradesh,28,Anakapalli,744,Anakapalli,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
2,2022,Andhra Pradesh,28,Anantapur,502,Anantapuramu,0,4,0,1,0,0,1,19,0,0,1,0,0,1,4,14,0,0,0,0,0,0,0,0,0,0,0,49,34,0,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,168
3,2022,Andhra Pradesh,28,Annamayya,753,Annamayya,0,1,0,0,0,0,0,2,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,27,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,49
4,2022,Andhra Pradesh,28,Bapatla,750,Bapatla,0,0,1,0,0,0,0,1,0,1,4,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,32,0,14,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
5,2022,Andhra Pradesh,28,Chittoor,503,Chittoor,0,0,0,2,0,0,0,2,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,22,27,0,19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,85
6,2022,Andhra Pradesh,28,Konaseema,747,Dr Br Ambedkar Konaseema,0,0,0,1,0,0,0,4,1,1,16,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,38,0,35,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,117
7,2022,Andhra Pradesh,28,East Godavari,505,East Godavari,0,1,1,1,0,0,1,21,2,0,21,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,6,62,0,54,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,194
8,2022,Andhra Pradesh,28,Eluru,748,Eluru,0,1,1,0,0,0,1,1,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,53,0,15,0,92,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,8,0,0,192
9,2022,Andhra Pradesh,28,Anantapur,502,Guntakal Railway,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10,2022,Andhra Pradesh,28,Guntur,506,Guntur,0,2,0,0,0,0,2,3,0,10,11,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,8,63,0,72,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,8,0,0,192
11,2022,Andhra Pradesh,28,Kakinada,746,Kakinada,0,1,2,0,0,0,0,4,3,0,5,0,0,0,7,0,0,1,0,0,0,0,0,0,2,0,0,26,28,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,10,120
12,2022,Andhra Pradesh,28,Krishna,510,Krishna,0,0,0,0,0,0,0,12,0,0,88,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,1,47,0,58,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,12,0,0,239
13,2022,Andhra Pradesh,28,Kurnool,511,Kurnool,0,3,0,0,0,2,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,6,0,0,51
14,2022,Andhra Pradesh,28,Nandyal,755,Nandyal,0,1,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,11,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,78
15,2022,Andhra Pradesh,28,Ntr,749,Ntr,0,1,5,1,0,0,2,13,0,0,33,0,0,0,0,18,0,0,0,0,0,0,0,0,3,0,0,50,152,0,62,0,198,1,0,0,0,0,0,0,0,6,0,0,1,0,4,0,4,0,0,554
16,2022,Andhra Pradesh,28,Palnadu,751,Palnadu,0,1,0,0,0,0,1,4,0,7,21,1,0,1,3,4,0,0,0,0,0,0,0,0,3,0,0,7,22,0,27,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,108
17,2022,Andhra Pradesh,28,Parvathipuram Manyam,743,Parvathipuram Manyam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46
18,2022,Andhra Pradesh,28,Prakasam,517,Prakasam,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,34,1,13,0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,83
19,2022,Andhra Pradesh,28,Spsr Nellore,515,Sri Potti Sriramulu Nellore,0,1,1,2,0,0,4,4,0,3,3,0,0,1,1,2,0,0,1,0,0,0,0,0,3,0,0,0,44,0,30,0,7,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,111
20,2022,Andhra Pradesh,28,Sri Sathya Sai,754,Sri Sathya Sai,0,2,0,0,0,0,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,27,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,18,76
21,2022,Andhra Pradesh,28,Srikakulam,519,Srikakulam,0,0,1,0,0,0,0,3,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9,20,0,14,0,0,0,0,0,0,1,0,0,0,2,0,0,0,13,1,0,0,0,0,76
22,2022,Andhra Pradesh,28,Tirupati,752,Tirupati,0,5,0,1,0,0,0,0,0,0,5,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,9,22,0,28,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,7,0,0,88
23,2022,Andhra Pradesh,28,Ntr,749,Viiayawada Railway,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
24,2022,Andhra Pradesh,28,Visakhapatanam,520,Visakhapatnam,0,2,2,3,0,0,0,6,2,2,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,58,0,51,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,178
25,2022,Andhra Pradesh,28,Vizianagaram,521,Vizianagaram,0,0,1,0,0,0,1,1,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,21,0,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,126
26,2022,Andhra Pradesh,28,West Godavari,523,West Godavari,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,48,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115
27,2022,Andhra Pradesh,28,Y.S.R.,504,Ysr,0,3,0,0,0,0,1,0,0,0,3,0,0,0,4,2,0,1,0,0,0,0,0,0,4,0,0,6,34,0,20,0,20,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,103
28,2022,Arunachal Pradesh,12,Anjaw,628,Anjaw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
29,2022,Arunachal Pradesh,12,Changlang,229,Changlang,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16
30,2022,Arunachal Pradesh,12,Papum Pare,237,Crime Branch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2022,Arunachal Pradesh,12,Dibang Valley,230,Dibang Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2022,Arunachal Pradesh,12,East Kameng,231,Kameng East,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
33,2022,Arunachal Pradesh,12,East Kameng,231,Kameng West,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
34,2022,Arunachal Pradesh,12,Kurung Kumey,233,Kurung Kumey,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,2022,Arunachal Pradesh,12,Lohit,234,Lohit,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
36,2022,Arunachal Pradesh,12,Longding,666,Longding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
37,2022,Arunachal Pradesh,12,Lower Dibang Valley,235,Lower Dibang Valley,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
38,2022,Arunachal Pradesh,12,Papum Pare,237,Papum Pare City,0,0,0,1,0,0,0,0,1,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,46
39,2022,Arunachal Pradesh,12,Papum Pare,237,Papum Pare Rural,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
40,2022,Arunachal Pradesh,12,East Siang,232,Siang East,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
41,2022,Arunachal Pradesh,12,Upper Siang,240,Siang Upper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
42,2022,Arunachal Pradesh,12,West Siang,243,Siang West,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
43,2022,Arunachal Pradesh,12,Lower Subansiri,236,Subansiri Lower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
44,2022,Arunachal Pradesh,12,Upper Subansiri,241,Subansiri Upper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
45,2022,Arunachal Pradesh,12,Tawang,238,Tawang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,2022,Arunachal Pradesh,12,Tirap,239,Tirap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,2022,Arunachal Pradesh,12,Namsai,678,Namsai,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
48,2022,Arunachal Pradesh,12,Siang,679,Siang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
49,2022,Arunachal Pradesh,12,Kamle,718,Kamle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,2022,Arunachal Pradesh,12,Kra Daadi,677,Kra Dadi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
51,2022,Arunachal Pradesh,12,Lower Siang,719,Lower Siang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
52,2022,Arunachal Pradesh,12,Leparada,724,Leparada,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
53,2022,Arunachal Pradesh,12,Shi Yomi,725,Shiyomi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,2022,Arunachal Pradesh,12,Pakke Kessang,723,Pakkessang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55,2022,Assam,18,Kamrup Metro,618,Bieo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,2022,Assam,18,Barpeta,280,Barpeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,40,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,129
57,2022,Assam,18,Baksa,616,Baksa,0,1,0,0,0,0,0,0,0,25,0,2,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,21,0,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,7,0,0,0,0,74
58,2022,Assam,18,Bongaigaon,281,Bongaigaon,0,1,0,0,0,0,0,0,0,0,1,46,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,47,0,9,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,11,0,10,0,0,133
59,2022,Assam,18,Kamrup Metro,618,Cid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,2022,Assam,18,Cachar,282,Cachar,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,50,0,15,0,0,0,0,0,0,0,0,0,12,57,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,146
61,2022,Assam,18,Chirang,612,Chirang,0,0,0,0,0,0,0,0,0,18,2,0,0,0,18,6,0,0,0,0,0,0,0,0,0,0,0,0,24,0,9,0,1,0,2,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,86
62,2022,Assam,18,Darrang,283,Darrang,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,13,0,0,0,0,82
63,2022,Assam,18,Dhemaji,284,Dhemaji,0,1,0,0,0,0,0,0,0,0,2,0,0,0,37,1,0,0,1,0,1,0,0,0,0,0,0,1,32,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,89
64,2022,Assam,18,Dhubri,285,Dhubri,0,0,0,1,0,0,0,0,7,0,4,11,1,0,0,14,0,109,0,0,0,0,0,0,0,0,0,17,72,0,11,0,4,0,1,0,0,0,0,0,0,4,0,0,0,0,11,0,0,0,0,267
65,2022,Assam,18,Dibrugarh,286,Dibrugarh,0,0,0,0,0,0,0,0,0,40,0,0,0,0,29,0,0,1,2,0,0,0,0,0,0,0,0,0,41,0,19,0,3,0,0,0,0,0,1,0,0,4,0,0,0,5,1,0,0,0,0,146
66,2022,Assam,18,Kamrup Metro,618,Grp,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
67,2022,Assam,18,Goalpara,287,Goalpara,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
68,2022,Assam,18,Golaghat,288,Golaghat,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,32,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,63
69,2022,Assam,18,Kamrup Metro,618,Guwahati City,1,2,6,0,0,0,0,0,0,128,0,0,0,1,77,9,0,55,2,0,0,0,0,0,0,0,0,0,60,0,28,0,12,0,3,0,3,0,0,0,10,0,0,0,0,20,5,0,0,0,0,422
70,2022,Assam,18,Hailakandi,289,Hailakandi,0,1,0,0,0,0,0,0,0,26,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,36,0,11,0,8,0,0,0,0,0,0,0,0,2,0,0,0,2,4,0,0,0,0,95
71,2022,Assam,18,West Karbi Anglong,710,Hamren,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
72,2022,Assam,18,Jorhat,290,Jorhat,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,17,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,65
73,2022,Assam,18,Kamrup,291,Kamrup,0,1,0,0,0,0,0,0,0,26,0,0,0,0,16,11,0,10,3,0,0,0,0,0,0,0,0,0,70,0,21,0,7,0,1,0,0,0,0,0,0,12,0,0,0,1,8,0,5,12,0,204
74,2022,Assam,18,Karbi Anglong,292,Karbi Anglong,0,0,0,0,0,0,0,0,0,35,0,0,0,0,3,1,0,6,2,0,0,0,0,1,0,0,0,0,17,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,70
75,2022,Assam,18,Karimganj,293,Karimganj,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,8,0,0,0,0,0,0,0,0,0,0,27,0,10,0,7,0,0,0,0,0,0,0,0,3,0,0,0,4,7,0,1,0,0,73
76,2022,Assam,18,Kokrajhar,294,Kokrajhar,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,21,4,0,0,0,0,0,0,0,0,4,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,91
77,2022,Assam,18,Lakhimpur,295,Lakhimpur,0,0,0,0,0,0,0,0,0,12,18,0,0,0,19,10,0,0,3,0,2,0,0,0,0,0,0,4,36,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,120
78,2022,Assam,18,Marigaon,296,Morigaon,0,0,0,0,0,0,0,0,0,0,86,0,0,0,21,2,0,0,0,0,0,0,0,0,0,0,0,0,85,0,18,0,10,0,2,0,0,0,1,0,0,0,0,0,0,7,12,0,3,0,0,247
79,2022,Assam,18,Dima Hasao,299,Dima Hasao,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13
80,2022,Assam,18,Nagaon,297,Nagaon,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,25,0,0,2,0,0,0,0,0,0,0,0,18,87,0,13,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,164
81,2022,Assam,18,Nalbari,298,Nalbari,0,0,1,0,0,0,0,0,2,0,13,3,0,0,27,4,0,5,0,1,0,0,0,0,0,0,0,0,10,0,5,0,7,0,0,0,0,0,2,0,1,0,0,0,0,3,1,0,0,1,0,86
82,2022,Assam,18,Kamrup Metro,618,Rpo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,2022,Assam,18,Kamrup Metro,618,Sou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,2022,Assam,18,Kamrup Metro,618,Stf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2022,Assam,18,Sivasagar,300,Sibsagar,0,0,0,0,0,0,0,0,0,2,0,0,0,0,38,0,0,0,1,0,0,0,0,0,0,0,0,0,22,0,9,0,1,0,0,0,0,0,0,0,0,4,0,0,0,8,2,0,0,0,0,87
86,2022,Assam,18,Sonitpur,301,Sonitpur,0,0,0,0,0,0,0,0,0,0,30,0,0,0,39,15,0,25,6,0,0,0,0,2,4,35,0,0,25,0,18,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205
87,2022,Assam,18,Tinsukia,302,Tinsukia,1,0,0,0,0,0,0,0,0,0,88,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,2,43,0,12,0,2,0,0,0,0,0,2,0,0,8,0,0,0,4,5,0,0,0,0,183
88,2022,Assam,18,Udalguri,617,Udalguri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,55
89,2022,Assam,18,Tinsukia,302,Sadia,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
90,2022,Assam,18,Majuli,706,Majuli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,18
91,2022,Assam,18,Biswanath,705,Biswanath,0,3,0,0,0,0,0,0,0,2,0,0,0,0,48,1,0,13,7,0,0,0,0,0,0,0,0,1,27,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,123
92,2022,Assam,18,Hojai,709,Hojai,0,3,0,0,0,0,0,0,0,17,0,0,0,0,65,14,0,14,1,0,0,0,0,0,0,0,0,2,44,0,16,0,5,0,2,0,0,0,1,0,1,0,0,0,0,1,10,0,0,0,0,196
93,2022,Assam,18,South Salmara Mancachar,707,South Salmara,1,0,0,0,0,0,0,0,0,6,0,9,0,0,0,16,0,0,1,0,0,0,0,1,0,0,0,2,27,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,82
94,2022,Assam,18,Charaideo,708,Charaideo,0,0,0,0,0,0,0,0,0,0,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
95,2022,Assam,18,Bajali,739,Bajali,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,31
96,2022,Assam,18,Tamulpur,756,Tamulpur,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,21,0,8,3,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,61
97,2022,Bihar,10,Araria,188,Araria,0,0,0,19,0,0,0,25,12,0,0,0,0,0,108,0,0,9,3,0,0,0,0,0,0,0,0,15,22,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,232
98,2022,Bihar,10,Arwal,611,Arwal,0,1,0,0,0,0,0,2,0,7,0,0,0,0,29,0,0,0,1,0,0,0,0,0,0,0,0,15,2,0,12,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
